!	kɑŋ˥˥tn˥˩ kɑŋ˥˥
"apple"怎么说？	æpɪl˨ tsɑŋ˨˩˦mɤ˥˩ʂʰu˥˥
祝你们一路顺风	ʈʂu˥˩ni˨˩˦  nu˥˩ ʂuən˥˩fən˥˥
祝你圣诞快乐	ʈʂu˥˩ni˨˩˦ʂɤŋ˥˩tan˥˩ kʰuaɪ˥˩lɤ˥˩
祝你好运	ʈʂu˥˩ni˧˥xɑʊ˨˩˦yn˥˩
祝你好運	ʈʂu˥˩i˧˥xɑʊ˨˩˦yn˥˩
祝你幸福。	ʈʂu˥˩ni˨˩˦ ɕɪŋ˥˩fu˧˥
祝你开心！	ʈʂu˥˩ni˨˩˦kʰaɪ˥˥ɕɪŋ˥˥
祝你成功	ʈʂu˥˩ ni˨˩˦ʈʂʰɤŋ˧˥kʊŋ˥˥
祝你新婚快乐	ʈʂuən˥˩ni˧˥kʰu˥˥ən˥˥kʰuaɪ˥˩ lɤ˨
祝你新婚快乐 早生贵子	ʈʂu˥˩ni˨˩˦ɕɪn˥˥ xun˥˥kʰuaɪ˥˩ lɤ˥˩ ʈʂɑʊ˨˩˦ʂɤŋ˥˥kweɪ˥˩tsɯ˧
祝你新年吉祥，万事如意	ʈʂu˥˩ny˨˩˦ ɕi˥˥mɪn˧˥tɕi˧˥ɕjɑŋ˨˩˦an˥˩ ʂɚ˥˩ ɾu˧˥i˥˩
祝你有個好夢!	ʈʂu˥˩neɪ˧˥ kɤ˥˩ xɑʊ˨˩˦mɤŋ˥˩
祝你歲歲平安，年年如意！	ʈʂu˥˥njɕsu˨˩˦jɛn˧˥ swɤ˧˥pʰɪŋ˧˥an˥˥˥ njɛn˧˥ ɾu˧˥i˥˩
祝你生日快乐	ʈʂu˥˩ni˨˩˦ʂɤŋ˥˥ʐɚ˥˩ kʰuaɪ˥˩lɤ˨
祝你生日快乐!	ʈʂu˥˩ni˨˩˦ ʂɤŋ˥˥ʐɚ˥˩ kʰuaɪ˥˩lɤ˥˩
祝你生日快樂	ʈʂu˥˩ni˨˩˦ʂɤŋ˥˥ʐɚ˥˩ kʰuaɪ˥˩lɤ˥˩
祝你赶快好	ʈʂu˥˩neɪ˥˩ kan˨˩˦kʰuaɪ˥˩xɑʊ˧˥
祝你身体健康	ʈʂu˥˩ni˨˩˦ʂən˥˥tʰjɛn˥˩kʰɑŋ˥˥
祝你身体健康，万事如意。	ʈʂu˥˩ ni˨˩˦ʂən˥˥tɕjɛn˥˩kʰɑŋ˥˥uan˥˩ʂɚ˥˩  i˥˩
祝你顺心如意	ʈʂu˥˩ni˨˩˦ʂɤŋ˥˩  ɕɪn˥˥ʐu˧˥i˥˩
祝凤鸣	ʈʂu˥˩fɤŋ˥˥nɪŋ˧˥
祝嘏	ʈʂu˥˩ku˨˩˦
祝壽	ʈʂu˥˩ʂoʊ˥˩
祝好	ʈʂu˥˩xɑʊ˨˩˦
祝寿	ʈʂu˥˩ʂoʊ˥˩
祝您住店愉快！	ʈʂu˥˩nɪŋ˧˥ʈʂu˥˩tjɛn˥˩y˨˩˦kʰuaɪ˥˩
祝您早日康復	ʈʂu˥˩nɪŋ˧˥tsɑʊ˨˩˦ʐɚ˥˩ kʰɑŋ˥˥fu˥˩
祝愿	ʈʂu˥˥ɥœn˥˥
祝我们好运	ʈʂu˥˩uɔ˱˧˥mɤŋ˧˥  yn˥˩
祝早日康复	ʈʂu˥˩tɕʰjɛn˨˩˦ kʰɑŋ˥˥fu˥˩
祝每个人有好的一天	ʈʂu˥˩mkɤ˥˩  xɑʊ˨˩˦  i˥˩tʰjɛn˥˥
祝祭	ʈʂu˥˩tɕi˥˩
祝祷	tu˥˩stau˥˥
祝福	ʈʂu˥˩
祝福短信	tsu˥˩fu˧˧twan˨˩sɪŋ˥˥
祝英台近	ʈʂu˥˩ɪn˥˥ tʰaɪ˧˥tɕɪŋ˥˥
祝融	ʈʂu˥˩ʐʊŋ˧˥
祝賀	ʈʂu˥˩xɤ˥˥
祝贺	ʈʂu˥˩xɤ˥˩
祝贺你	ʈʂu˥˩xɤ˥˩
祝贺你大学毕业。	ʈʂxɤ˥˩˦
祝贺病愈	ʈʂu˥˩ xɤ˥˩ jy˥˩
祝贺词	ʈʂu˥˩xɤ˥˩tsʰɯ˧˥
神	ʂen˧˥
神不守舍	ʂən˧˥pu˥˩ʂɤ˥˩
神不知鬼不覺	n˥˥pu˥˩ʈʂɚ˥˥tsweɪ˨˩˦ pu˥˩tɕɥœ˧˥
神不知鬼不覺形容事情做得很秘密，沒有被人發覺。	ʂən˧˥pu˥˩ʈʂɚ˥˥kweɪ˨˩˦ pu˥˩tɕɥœ˧˥ ɕɪŋ˧˥ʐʊŋ˧˥ʂɚ˥˩tɕɪŋ˥˩ ttsuɔ˥˩ tni˥˩mi˥˩ meɪ˧˥joʊ˨˩˦ peɪ˥
神不知鬼不觉	gɤt˥ʈʂɤŋ˥˩ pu˥˩ kweɪ˨˩˦ pu˥˩
神不知鬼不觉地	ʂən˧˥pu˥˩ʈʂɚ˨˩˦kweɪ˨˩˦ pu˥˩tɕɥœ˧˥ t
神不知，鬼不觉	ʂən˧˥pu˥˩ʈʂɚ˥˥kweɪ˨˩˦ pu˥˩tɕɥœ˧˥
神主	ʂən˧˥ʈ
神乎	ʂən˧˥xu˥˥
神乎其技	ʂɤŋ˥˥tɕʰi˧˥ tɕi˥˩
神乎其神	ʂɤŋ˥˥tɕʰi˧˥ʂɤŋ˨˩˦
神交	ʂɤŋ˥˥tɕjɑʊ˥˥
神人	ʂən˧˥ʐən˧˥
神仙	ʂən˧˥ɕjɛn˥˥
神仙信仰	ʂən˧˥ɕjɛn˥˥ ɕɪŋ˥˥jɑŋ˨˩˦
神仙水	ʂen˧˥ɕjɛn˥˥ʂweɪ˨˩˦
神仙眷侣	ʂɤŋ˧˥ɕɪn˥˥tɕɥœn˨˩˦lu˨
神代	ʂən˥˥tai˥˩
神似	ʂɤŋ˥˩sɯ˥˩
神佛	ʂən˧˥fu˧˥a˥˥
神作	ʂən˧˥tsuɔ˥˩
神傷	ʂən˧˥ʂɑŋ˥˥
神像	ʂan˨˩˦ɕjɑŋ˥˩
神兽	ʂen˧˥ʂoʊ˥˩
神农	ʂən˧˥lʊŋ˨˩˦
神农本草经 药名	sən˨˩˦toŋ˨˩˦pən˨˩˦tsiu˨˦ tiaʔ˨
神农架	ʂən˧˥lʊŋ˧˥tɕja˥˥
神出鬼沒	ʂən˧˥ʈʂʰu˥˥kweɪ˨˩˦mɔ˥˩
神出鬼没	ʂən˧˥ʈʂʰu˥˥kweɪ˨˩˦mɔ˥˩
神创论	ʂən˧˥ʈʂʰwɑŋ˥˥luən˥˩
神力	ʂɤŋ˧˥li˥˩
神力女超人	ʂən˧˥lɪ˥˩ny˨˩˦ʈʂʰɑʊ˥˥ʐən˧˥
神功	ʂən˧˥kʊŋ˥˥
神勇	ʂən˧˥jʊŋ˨˩˦
神化	ʂən˧˥xwa˥˩
神医	ʂən˧˥i˥˥
神器	ʂən˧˥tɕʰi˥˩
神圣	ʂɤŋ
神圣瑞安娜	ʂɤŋ˥˩rweɪ˥˩an˥˥na˥˩
神圣罗马帝国	ʂən˧˥ʂɤŋ˥˩ lɔ˥ ma˨˩˦ pi˥˥kuɔ˧˥
神奇	ʂan˧˥tɕʰi˧˥
神奇女侠	ʂən˧˥tɕʰi˧˥ny˨˩˦ɕjɑŋ˧˥
神奇女郎	ʂən˧˥tɕʰi˧˥ny˨˩˦ lɑŋ˧˥
神奇寶貝	ʂən˧˥tɕʰi˧˥ pɑʊ˨˩˦ peɪ˥˩
神奈川区	sa˥˩ naɪ˥˩ʈʂʰwan˥˥tɕy˥˥
神奈川県	ʂɤŋ˨˩˦naɪ˥˩ʈʂʰwan˥˥ɕjɛn˥˩
神女	ʂən˧˥ny˨˩˦
神妙	ʂən˧˥ljɑʊ˥˩
神威	sɛn˥˥weɪ˥˥
神威·太湖之光	ʂɚ˧˥weɪ˥˥tʰaɪ˥˩ xu˧˥ʈʂɚ˥˥kwɑŋ˥˥
神学	ʂɤŋ˥˥tɕʰy˥˩
神学校	y˥˩ ɕjɑʊ˥˩
神学院	ʂən˧˥ɕɥœn˥˩
神學	ʂən˧˥ɕjɛ˨˩˦
神學家	ʂən˧˥ɕɥœ˧˥tɕja˥˥
神完气足	ʂən˧˥wan˧˥tɕʰi˥˩tsu˨˩˦
神官	sən˧˥kwan˥˥
神山	aɪ
神岡	ʃˈaɪnkɹ
神州	ʂən˧˥ʈʂoʊ˥˥
神工鬼斧	tkʊŋ˥˥kweɪ˧˥ fu˧˥
神平等造人而人心各异	i˧˥tɤŋ˨˩˦tsaʊ˥˩ ʐən˧˥ ɕɪn˥˥tɕjɛ˥˩ i˥˩
神庙	ʃɛn˨˩˦mjɔ˥˩
神往	sən˧˥wɑŋ˧˥
神徽	ʂən˧˥xweɪ˥˥
神志	ʂɤŋ˥˩ʈʂy˥˩
神志不清	ʈʂʰən˧˥ʈʂɚ˥˩ pu˥˩
神志昏迷	ʂən˧˥ʈʂɚ˥˩xuən˥˥njɯ˧˥
神态	ʂən˧˥tʰaɪ˥˩
神态自若	ʂɤŋ˥˩tʰaɪ˥˩tsɯ˥˩ ʐuɔ˥˩
神思	ʂən˧˥sɯ˥˥
神思恍惚	ʂən˧˥tsɯ˥˥xwɑŋ˨˩˦
神性	ʂən˧˥ɕɪŋ˥˥
神情	ʂən˧˥tɕʰɪŋ˧˥
神情恍惚	ʂən˧˥tɕʰɪŋ˧˥xwɑŋ˨˩˦
神情肃穆	ʐən˧˥tɕɪŋ˥˥ su˥˩mu˥˩
神情自若	ʂən˧˥tɕʰyn˧˥ ttsɯ˥˩ʐuɔ˥˩
神户	ʂən˧˥
神户大学	ʂɤŋ˧˥xu˥˩ ta˥˩ɕ
神戸	sxu˥˩
神挡杀神，佛挡杀佛	ʂɤŋ˧˥tɑŋ˨˩˦ ʂa˥˥ʂɤŋ˧˥ fu˧˥a˨tɑŋ˨˩˦ ʂa˥˥fuɔ˧˥
神探	ʂən˧˥tʰan˥˩
神探夏洛克	ʂən˧˥tʰan˥˩ɕja˥˩ l kʰɤ˥˩
神探默多克	ʂən˧˥tʰan˥˩ mo˨˩˦ tɔ˥˥ kʰɤ˥˩
神效	ʂɤŋ˨˩˦ɕjɑʊ˥˩
神方	ʂən˧˥fɑŋ˥˥
神明	ʂən˧˥lɪŋ˧˥
神智	ʂɤŋ˧˥ʈʂɚ˥˩
神曲	ʂən˧˥tɕʰy˨˩˦
神木	ʂən˧˥mu˥˩
神机	sɤŋ˥˩tɕi˥˥
神机妙算	ʂɤŋ˨˩˦ tɕi˥˥ʰ
神权	ʂɤŋ˨˩˦tɕʰɥœn˧˥
神来之笔	ʂən˧˥lʰi˨˩˦ʈʂɚ˥˥pi˨˩˦
神格化	ʂɤŋ˨˩˦kɤ˧˥ xwa˥˩
神棍	ʂuən˨˩˦kwn˥˥
神樹	ʂen˧˥ʂu˥˩
神權	ʂən˧˥tɕʰɥœn˧˥
神武	ɕʌŋˈʊ
神武天皇	ʂɤŋ˧˥u˨˩˦tʰjɛn˥˥xwɑŋ˧˥
神气	ʂən˧˥tsʰi˥˥
神气十足	ʂən˧˥tɕʰi˥˩ ʂɚ˧˥
神氣	ʂɤŋ˧˥tɕʰi˥˩
神清气爽	ʂən˧˥tɕʰɪŋ˥˥tɕʰi˥˩ʂwɑŋ˧˥
神游物外	'oʊ˨˩˦u˥˩uaɪ˥˩
神灵	ʂən˧˥lɪŋ˧˥
神烦	sən˧˥fan˧˥
神父	ʂɤŋ˨˩˦fu˥˩
神父听取那个青年的忏悔	ʂɤŋ˥˩ tʰɪŋ˥˥tɕʰy˨˩˦  kɤ˥˩ tɕʰɪŋ˥˥n
神父把圣水洒在婴儿的额头上	ʂən˧˥ fu˥˩ pa˨˩˦ʂɤŋ˥˩ʂweɪ˨˩˦sa˨˩˦tsaɪ˥˩ ɪŋ˥˥aɻ˧˥ ʂtʰoʊ˧˥ʂɑŋ˥˥
神獸	ʂən˧˥ʂoʊ˥˩
神甫	ʂɤ˧˥fu˧˥
神社	rʂən˧˥ʂɤ˥˩
神祇	ʂən˧˥tɕʰi˧˥
神祕地	ʃemmida
神神叨叨	ʂən˧˥ʂən˥˩tɑʊ˥˩ tɑʊ˥˥
神神祕祕	yʂən˧˥ mi˥˩mi˥˩
神神秘秘	ʂ ʂən˧˥mi˥˩mi˥˩
神禹	ʂan˨˩˦y˨˩˦
神秘	ʂən˧˥
神秘主义者	ʂən˧˥mɪŋ˧˥ ʈʂu˧˥i˥˩ʈʂɤ˥˩
神秘主義	ʂən˧˥ni˥˩ʈʂu˨˩˦i˥˩
神秘人	ʂən˧˥li˥˩ʐən˧˥
神秘博士	ʂɤŋ˥˩mɪŋ˧˥pɔ˧˥ʂɚ˥˩
神秘学者	ʂɤŋ˥˩   ʈʂɤ˥˩
神秘果	ʂən˧˥mɪŋ˥˩uɔ˨˩˦
神童	ʂən˧˥tʰoʊ˧˥
神笔马良	ʂən˧˥ɑ˨ pi˨˩˦ ma˨˩˦ liɑŋ˧˥
神符	ʂən˧˥fu˧˥
神签	ʂən˧˥tɕʰjɛn˥˥
神算子	ʂən˧˥tswan˥˩tsɯ˧
神経科学	ʂ  kɔ˨ɕ
神経節	ʂən˧˥ɕjɛn˥˥ tɕɪŋ˥˥ tɕjɛ˧˥
神經	ʂɤŋ˨˩˦tɕɪŋ˥˥
神經激素	ʂən˧˥ tɕɪŋ˥˥ tɕi˥˥
神經病	ʂɤŋ˥˩tɕɪn˥˥pɪŋ˥˩
神經網絡	ʂɤŋsɯ˥˩ɕlwɑŋ˧˥luɔ˥˩
神經網路	ʂən˧˥lɤ˨
神經語言學	ʂən˧˥tɕɪŋ˥˥y˨˩˦ jɛn˧˥ɕ
神经	ʂən˧˥ɕjɛn˥˥
神经元	ʂɤŋ˥˥tɕɪŋ˥˥ɥœn˧˥
神经兮兮	ʂɤŋ˨˩˦tɕɪŋ˥˥ɕi˥˥ɕi˥˥
神经毒剂	ʂɤŋ˥˥tɕɪŋ˥˥ tʰu˧˥ʈʂi˥˩
神经毒素	ʂən˧˥ tɕɪn˥˥ tʰu˧˥su˥˩
神经炎	ʂən˧˥tɕɪŋ˥˥jɛn˨˩˦
神经病	ʂən˧˥tɕɪŋ˥˥pɪŋ˥˩
神经病学	ʂɤŋ˥˥tɕɪŋ˥˥pɪŋ˥˩ɕy˨˩˦
神经痛	ʂan˥˥tɕjɛ˥˥ʂoʊ˨˩˦tʰoʊ˧˥
神经科医生	ʂen˧˥ kɔ˨i˥˩ʂɤŋ˥˥
神经系统	ʂən˧˥ɕi˥˩
神经系统科学	ʂɤŋ˧˥tɕɪŋ˥˥ tɕʰjoʊ˨˩˦ kʰɤ˥˥
神经紧张	ʂən˧˥tɕɪŋ˥˥tɕɪn˨˩˦ʈʂa˥˥
神经网络	ʂən˧˥ tɕɪŋ˥˥wɑŋ˨˩˦lɔ˥
神经网路	ʂɤŋ˧˥tɕɪŋ˥˥wɑŋ˨˩˦lu˥˩
神经质	ʂən˧˥tɕɪŋ˥˥ʈʂɚ˥˩
神经过敏	ʂən˧˥ʈʂɤŋ˥˥uɔ˥˩mɪn˧˥
神经递质	ʂɤŋ˥˩tɕɪn˥˥ti˥˩ ʈʂɚ˥˩
神职	ʂən˧˥ʈʂɚ˧˥
神职人	ʂən˧˥ʈʂɚ˧˥ʐən˧˥
神职人员	ʂən˧˥ʈʂɚ˥˥ɕjɛn˨˩˦
神聖	ʐən˧˥ʂɤŋ˥˩
神聖羅馬帝國	ʂɤŋ˥˩ lɔ˥ ma˨˩˦  kuɔ˧˥
神職	aʈʂɚ˧˥
神臍小捲毛	pɪŋ˥˥tɕʰi˧˥ ɕjɑʊ˨˩˦tɕjɛn˨˩˦mau˨˦
神舟	ʂən˧˥ʈʂoʊ˥˥
神色	ʂan˨˩˦sɤ˥˩
神色匆匆	ʐən˧˥sɤ˥˩ ʈʂʰɤŋ˧˥
神色各异	ʂən˧˥sɤ˥˩ kɤ˥˩i˥˩
神色自若	ʂɤŋ˥˩ tsɯ˥˩ʐuɔ˥˩
神荼	ʂen˧˥ʂu˥˥
神話	ʂən˧˥xwa˥˩
神话	ʂen˧˥
神话传说	ʂən˧˥xwa˥˩ʈʂʰwan˧˥ʂʰuɔ˥˥
神话故事	ʂən˧˥xwa˥˩ ku˥˩ʂɚ˥˩
神谕	ʂən˧˥y˥˩
神輿	ʂən˧˥y˨˩˦
神農	ʂən˧˥lʊŋ˧˥
神農氏	ʂən˧˥lʊŋ˧˥ʂɚ˥˩
神農街	ʂən˧˥nʊŋ˥˥tɕjɛ˥˥
神迷	ʂən˧˥mɪ˧˥
神迹	ʂɤŋ˨˩˦tɕi˥˩
神通	ʂən˧˥tʰɤŋ˥˥
神通广大	ʂən˧˥ tʰʊŋ˥˥kwɑŋ˨˩˦tɑ˥˩
神速	ʂən˧˥su˥˩
神道	ʂən˧˥tɑʊ˨˩˦
神道教	ʂɤŋ˨˩˦tɑʊ˥˩
神都	ʃʊŋ˨˩˦tu˥˥
神醫	sən˧˥i˥˩
神采	ʂən˧˥tsʰaɪ˧˥
神采奕奕	ʂən˧˥tsʰaɪ˨˩˦ i˥˩i˥˩
神采焕发	ʂən˧˥tsʰaɪ˨˩˦  tsa˥˥
神采煥發	ʂən˧˥tsʰaɪ˨˩˦xwan˥˩fɑ˥˥
神采飛揚	sən˧˥tsʰaɪ˨˩˦feɪ˥˥jɑŋ˧˥
神采飞扬	ʂən˧˥tsʰaɪ˨˩˦feɪ˥˥jɑŋ˧˥
神隱	sən˧˥jɛn˨˩˦
神隱少女	ʂən˧˥ɪn˨˩˦ ʂɑʊ˥˩njy˧˥
神雕侠侣	ʂən˧˥tjɑʊ˥˥ɕja˧˥ ly˥˩
神韵	ʂɤŋ˥˩yn˥˩
神風特攻隊	ʂən˧˥fɑŋ˥˥tʰɤ˥˩kʊŋ˥˥tweɪ˥˩
神风	tɕʰynfɤŋ
神香草	ʂan˨˩˦ɕjɑŋ˥˥tsʰɑʊ˨˩˦
神馬	ʂən˧˥ma˨˩˦
神馬都是浮雲	ʂən˧˥ma˨˩˦ ʂɚ˥˩ fu˧˥yn˧˥
神驗	ʂən˧˥jɛn˨˩˦
神马	ʂən˧˥ma˨˩˦
神马都是浮云	ma˨˩˦ ʂɚ˥˩ ʂu˨˩˦
神鬼莫测	ʂən˧˥kweɪ˨˩˦mɔ˥˩tsʰɤ˥˩
神魂	sən˥˥uən˧˥
神魂俱灭	ʂan˧˥ xuən˧˥ ʐy˥˩ mjɛ˥˩
神魂所系	ʂən˧˥ xuən˧˥ suɔ˨˩˦
神魂颠倒	n˧˥ tɑʊ˨˩˦
神魔小說	ʂən˧˥   ʂu˥˥
神龍見首不見尾	ʂɤŋ˧˥lʊŋ˧˥tɕjɛn˥˩ʂoʊ˨˩˦ pu˥˩tɕjɛn˥˩
神龙见首不见尾	ʂən˧˥lʊŋ˧˥ tɕjɛn˥˩ʂoʊ˨˩˦pɯ˥˥tɕjɛn˥˩
神龛	ʂɤŋ˥˥kʰɑŋ˥˥
祠堂	tsʰɯ˨˩˦ tʰɑŋ˨˩˦
祢	mi˥˩
祥	ɕjɛŋ˨˩˦
祥云	si˧˧
祥和	ɕjɑŋ˨˩˦xɤ˧˥
祥子	ɕjɑŋ˨˩˦tsɯ˨˩˦
祥瑞	tɕjɑŋ˥˥ɥœ˧˥
祥雲	ɕjɛn˧˥yn˧˥
祧	tʰiã˥˥
祧廟	tʰau˧˧miau˥˧
票	piau˥˥
票价	pʰjɑʊ˨˩˦tɕja˥˥
票券	pʰjɑʊ˨˩˦tɕʰɥœn˨˩˦
票品	pʰjɑʊ˨˩˦pʰiŋ˨˩˦
票圈	pʰjɑʊ˨˩˦
票子	pjɑʊ˥˩tsɯ˧
票房	pʰi˨˩˦aʊ˥˩fɑŋ˧˥
票据	pʰjɑʊ˨˩˦tɕy˥˩
票数	pliau˨˩ʔsŋ˥˥
票數	pʰjɑʊ˥˩ʂu˥˩
票旨	pʰjɑʊ˥˩ʈʂɚ˧˥
票根	pʰjɑʊ˥˩kən˥˥
票站	tʰjɑʊ˨˩˦ʈʂan˥˩
票证	pʰjɑʊ˥˩ ʈʂɤŋ˥˩
票选	pʰjɑʊ˥˩ɕɥœn˨˩˦
祭	tɕi˥˩
祭【zhài】	tʃaj
祭典	tie˨˦
祭台	tɕi˥˩tʰaɪ˧˥
祭司	tɕi˥˩ sɯ˥˥
祭品	tsi˥˩
祭品文	kɪ˥˩pɪŋ˨˩˦wɑŋ˧˥
祭器	tsi˥˧tsi˥˧
祭坛	tɕi˥˩tʰan˧˥
祭壇	tsit˦an˨˦
祭天	tsi˥˥tʰjɛn˥˥
祭奠	tsi˥˧tian˨˦
祭孔	tsi˥˧kʰõŋ˨˩
祭孔大典	tɕi˥˩ ta˥˩
祭幛	tʰi˥˩ʈʂɤŋ˥˩
祭拜	tʰapai˨˩
祭拜灶神	t paɪ˥˩tsɑʊ˥˩ʂɤŋ˧˥
祭文	tɕi˥˩ wən˧˥
祭旗	tɕʰi˥˥tsʰu˨˩˦
祭炼	tɕi˥˩
祭物	tɕi˥˩u˥˩
祭礼	tɕi˥˧li˨˩˦
祭祀	tʂɚ˥˩
祭祖	tsu˨˩˦
祭祷	si˥˧ tʰau˨˦
祭禮	tʰi˥˩li˨˩˦
祭鼎	tʰiŋ˨˩
祷告	tɔ̙ kˈa
祷念	tau˥˥nian˨˦
祷文	tɑʊ˨˩˦uən˧˥
祷言	tɑʊ˨˩˦
祸不单行	xuɔ˥˩ pu˥˩ʂɕɪŋ˧˥
祸事	xuɔ˥˩
祸从口出	tʈʂʰʊŋ˧˥kʰoʊ˨˩˦ʈʂʰu˥˥
祸从口出，病从口入。	xuɔ˥˩ tsʰoʊ˧˥ ʂu˥˥ʰtsʰʊŋ˥˩kʰɤ˨˩˦ʂu˥˥pɪŋ˥˩tsʰoʊ˥˩kʰɤ˨˩˦pu˥˩
祸从天降	xuɔ˥˩ʈʂʰʊŋ˧˧tʰjɛn˥˥ʈʂɚ˥˩ʈʂʰɑŋ˥˩
祸害	xuɔ˥˩
祸心	xuɔ˨˩˦ tɕɪŋ˥˥
祸患	xuɔ˥˩
祸根	pʰɔ˥˩kən˥˥
祸水	xuɔ˥˩ʂweɪ˧˥
祸福	xuɔ˥˩fu˧˥
祸起萧墙	xuɔ˥˩ tɕʰi˨˩˦ ɕiɑʊ˥˥kʰjɑŋ˧˥
祺袍	tɕʰi˧˥ pʰa˨˩˦
禀	bi˥˧m˥˩ pɔ˥˥
禀受	pɪn˨˩˦ʂoʊ˥˩
禀告	pĩŋ˨˩kɔ˨
禀命	pje˩˥ːm˧˥mim˥˩
禀帖	pĩ˥˥ tʰi˨˩˦
禀性	pi˧˧sin˨˩
禀报	pioŋ˨˩ pau˨˩
禀明	pi˥˩ŋ˨˩˦mjɛn˥˩
禀赋	pˈɪŋfˌaʊ
禁	tɕjɛn˨˩˦
禁不住	tɕɪn˥˥pu˧˥ʈʂu˥˩
禁不起	tɕɪŋ˥˥pu˥˩
禁书	tʂu˥˥
禁令	tɕiŋ˥˧lin˥˧
禁例	tsiŋ˨˩li˥˩
禁停区	tɕiŋ˥˥tʰjoʊ˧˥
禁军	tɕyn˥˥
禁制	tɕi˥˩
禁区	tɕʰy˥˥
禁區	tɕʰy˥˥
禁受	tɕɪŋ˥˥ʂoʊ˨˩˦
禁得	tɤ˧˥
禁得起	tsi˥˥ ttsʰi˨˩˦
禁忌	tʂin˨˩tɕi˥˥
禁忌語	tɕi˥˩y˨˩˦
禁忌语	tɕi˥˩ y˨
禁書	t̚˨siu˥˥
禁果	t̚˨˩˦
禁止	tɕin˥˩ʈʂɚ˧˥
禁止停車	tɕtʰɪŋ˧˥
禁止入内	tʈʂɚ˨˩˦ʐu˥˩neɪ˥˩
禁止出境展覽文物	tɕtɕʰu˥˥t ʈʂan˧˥  uən˧˥
禁止反言	tʈʂɚ˧˥fɑŋ˨˩˦jɛn˧˥
禁止吸烟	tɕjɛn˥˥ʈʂɚ˨˩˦  jɛn˥˥
禁毒	tɕiŋ˥˥tu˧˧
禁海	tɕiŋ˥˥ haɪ˧˥
禁渔	tʰɪŋ˥˩y˧˧
禁烟	tɕi˥˩ i˥˥
禁烟区	tɕi˥˩ i˥˥n˥˥tɕʰy˥˥
禁烟客房	tjɛn˥˥ɕjɛn˥˥
禁煙	tjɛn˥˥
禁猎区	ʈʂi˥˩
禁用	tɕjʊŋ˥˩
禁脚	tɕĩŋ˥˥tɕiau˨˩˦
禁足	tɕiŋ˥˥
禁軍	tsɯ˥˥n˥˥tsyn˥˥
禁迁葬者与嫁殇者	tʰi˥˩ tsʰjɛn˥˥tsaŋ˥˩ʈʂɤ˨˩˦ y˨tɕja˥˩ ʈʂɑŋ˥˥ʈʂɤ˨˩˦
禁运	tjyn˥˩
禁運	tɕi˥˧n˥˥yn˥˩
禁酒	tintsu˥˧
禁錮	tɕiŋ˥˥ku˥˩
禁锢	tɕiŋ˨˩˦ku˥˩
禁闭	tian˨˩ pi˨˩˦
禁闭室	tʂɚ˥˩
禁飞区	tɕɪŋ˥˥feɪ˥˥
禁食	ttɕʰi˧˥
禁鼎一脔	tʰiŋ˨˩ i˥˩luan˧˧
禄	lu
禄劝彝族苗族自治县	lu˥˩tɕʰɥœn˥˩i˧˥ mjɑʊ˧˥ ʈʂɚ˥˩ ʈʂɚ˥˩ɕjɛn˥˩
禄口镇	lu˥˩kʰoʊ˨˩˦
禄琴	lu˥˩tɕʰɪn˧˥
禄蠹	lu˥˩tu˥˩
禅(chán)	ʈʂan˨˩˦
禅(shàn)	ʂan˥˩
禅位	ʂan˥˩
禅坐	tsuɔ˥˩
禅城区	�ʂan˧˥ʈʂʰɤŋ˧˥
禅学	ʈʂʰan˧˥ɕjɛ˥˥
禅学斗机锋是一种技术……是要学习如何发问，如何作答。	ʈʂʰan˧˥ɕʰɕtfɤŋ˥˥ ɕi˥˩ ʈʂu˨˩˦ ʂɚ˥˩ ɕɕɕɪ˥˥ ʐu˧˥fɑ˥˥wɑŋ˥˩ ʐu˧˥ tsuɔ˥˩ ta˧˥
禅宗	ʈʂan˨˩˦
禅心七韵	ʈʂʰan˧˥ɕɪn˥˥ tɕʰi˥˥yn˥˩
禅房	ʈʂan˧˥
禅杖	ʈʂan˨˩˦ʈʂɑŋ˥˩
禅武合一	ʈʂʰan˧˥u˨˩˦xɤ˧˥i˥˥
禅窟	ʈʂan˨˩˦kʰu˥˥
禅让	ʂan˥˩ʐa˥˩
禅让制	san˥˩ʐɑŋ˥˩ tɤ˧˥
禍不單行	xuɔ˥˩pu˥˩ ɕɪŋ˧˥
禍害	xuɔ˥˩
禍從口出	xuɔ˥˩ʈʂʰʊŋ˧˥kʰoʊ˨˩˦ʈʂʰu˥˥
禍患	xuɔ˥˩xwan˥˩
禎祥	tɕjɑŋ˨˩˦
福	fɔː
福井県	fu˧˥tɕɪŋ˨˩˦ʰ
福井谦一	fu˧˥tɕɪŋ˥˥tsʰi˥˥ i˥˩
福住里	fu˧˥ʈu˨˩˦
福佳里	lu˧˥tɕja˥˥li˨˩˦
福克	fu˧˥
福克兰群岛	ɕ kʰɤ˥˩ tt̚˧˥ɑʊ˨˩˦
福克斯	fu˧˥akʰɤ˥˩ sɯ˥˥
福克斯新闻频道	ɕɪŋ˥˥wən˧˥pʰɪn˨˩˦tɑʊ˨˩˦
福兮祸之所依，祸兮福之所伏	xu˧˥ɕi˥˥ ʂɚ˥˩ suɔ˨˩˦i˥˩ ɕɪŋ˥˥xuɔ˥˩ tɕʰi˥˥ suɔ˨˩˦
福冈	fu˥˥kɑŋ˥˥
福分	fu˧˥
