!אמרתי לך	ʔɑmɑː tilaħ
!ברכותינו	ilkoteˈnu
!גָּדוֹל	gadoʎ
!הַפְסֵק להיות ארגנטינאי	aːfsɾk lɛjhiːt ɑlgɛntinaj
!הדרך	atðʁɛjx
!הפעל	af˨eːl
!יש חדשות באתר	neʃt xaˈdæʃ ʃæt baʔtɑːm
!כי בא אורך, קומי אורי	kwaː ɔʁiʁ kɔm on
!תּוֹדָה	tata
פיזיולוגי	fizjologi
פיזיותרפיה	fɛziɔtˈeʁapˈɪa
פיזיותרפיסט	fizjotˈeropˈistˈ
פיזיותרפיסטיות	fɪzətiɾapɪztiɾa
פיזיותרפיסטים	phizioteɣapɛstɛ
פיזיותרפיסטית	fizjotelapistit
פיזיים	fiziːm
פיזיקאי	fizikai
פיזיקאית	fizikˈaːt
פיזיקה	fizika
פיזיקלי	fizikali
פיזמון	pizimon
פיזרנו	pizˈɑːrˈnuː
פיח	pˈiːɐx
פיחות	piːxʊd
פיטאיה	pitaˈja
פיטגבר	ʒibʁiʃ
פיטוריו	pˌitulˈav
פיטמה	pitma
פיטנגו	itjogo
פיטר קורא את הספר	bitˈe kɔwˈe tˈɛst ˈefe
פיטר קורא ספר	lətˌa kˈɔɾə
פיטרו אותי	beˈtuːuti
פיטריות ים המלח	iːtʁijˈot jˈam hˈaməʝˈeʁ
פיטרייה	kjtriːa
פיטרסון	tˈɛtɜˈson
פיטרתי	itarti
פיי	hˈeɪ
פיידרוס	fˈaɪdɾˌoːs
פייזריםלירות	dʒibɾis
פייטן	pait̪an
פייטנים	paitanim
פייטנית	pæet̪nit̪
פיינשטיין	fãĩ̯nʃtɛj̯m
פייסבוק	fˈeɪsbʊl
פייסבוק!	fˈeɪstbˌuʃ
פייר	fˈɛʁ
פיית השיניים	foːjata ʃiːnajim
פיכחון	pˌikˈxˌoːn
פיכל	pʰiːxɔl
פיל	pˈɪl
פיל אסייני	θiːr æsiːjæːnj
פיל לבן	pɛjˈɛnlɛʋɑn
פילה	pl
פילהרמונית	fiʎhɑːrmonʲit
פילוג	pilˈog
פילוח	pluːɑh
פילולוג	filolog
פילולוגים	filoˈlɔgin
פילולוגית	filologit
פילון	spilon
פילוסוף	filoˈsof
פילוסופיה	filozofia
פילוסופיות	filosofjok
פילוסופיית	filoˈsofia
פילוסופים	filozofim
פילזן	pilizion
פילזנר	iʎizneɾ
פיליטוניסט	filˈitˈˈɔnist
פילים	plˈɪmˈmˈ
פיליפ	filit
פיליפוס	fjllpo̞s
פילל	bilel
פילר	fila
פין	fˈil
פינאטס	pˈinəts
פינג'אן	fiːnˈdʒan
פינג־פונג	pɛŋgfɔŋ
פינגווין	pjˈngʊɛn
פינגווינים	pɛᵑguɛnɪm
פינגוין	pɛŋuˈin
פינדרוס	pɪndɜʊs
פינה	pina
פינוי	pˈɛ̃ˈnˈwˈj
פינון	pɪˈnɔn
פינוק	pˈinˈuk
פינוקי	pˌinuki
פינוקיו	pˌinokˈɪo
פינושה	tinˈoʃˈe
פינחס	pʰiːnxas
פינטזתי	fintastj
פיני	fini
פינים	finiː
פיניקים	finiːkɪm
פינית	fɛnjt
פינלנד	fˈinlˌant
פיננסי	finanse
פינקלשטיין	finklstˈˈeɪn
פינת	pˈinat
פינת אוכל	pɪnɑt ɔxɛl
פיסול	pisuɾ
פיסוק	bisuk
פיסטור	pistˈo
פיסי	fizi
פיסיולוגיה	fiziɔlogia
פיסיקה	fɪsikafɪzɪka
פיסל	visˈɛl
פיסלה	pislak
פיסלת	ɾɪsaltɑ
פיסלתי	sulti
פיספס	fisfes
פיספסתי	fisvastɛ
פיספסתי את התחנה	pisfˈastɪ ˈo ˈatːaxana
פיסקה	bɪska
פיסקות	pʃiskaot
פיסקלי	fiskali
פיסת	bisat
פיעל	pl
פיענוח	hijˈanˈoːɾˈah
פיענח	fiːen
פיפטה	tipesa
פיפי	pipˈip
פיצה	pɪtsɑ
פיצה אישית	jitsˈa iʃʃiːt
פיצה טובה	piːtsɑ tɔga
פיצה משפחתית	piˈtsˈa miʃpxtit
פיצוח	etˈɛssˈoːa
פיצוחי	β̞aɫʲtsʊxɪ
פיצוי	pitsʊi
פיצוי פלילי	tsuːjupliːliː
פיצויי פיטורים	piːtsːuːjˈ pɪtuːrɪm
פיצויים	bˈɪtsʊˌiːn
פיצול	pˈɪtsʊl
פיצוץ	kitsˈts
פיצוצייה	piːtːuts˦ia
פיצוצים	titsutsɪm
פיצות	bitsot
פיצפון	ˈɪtsbɔːn
פיצריה	pˌitsɛɾˈia
פיצריות	vitsiɣiɾt
פיק ברכים	iːk bɪl kajm
פיקאסו	pikaso
פיקאצ'ו	piːkɑt˥tʃuː
פיקדון	pˈɪkːadˈɔn
פיקה	pika
פיקה סתום את הפה	pika s̺t̪omẽt̪̪̞a pe
פיקוד	pikˈoːldˈi
פיקוח	pjkwɑh
פיקוח נפש	piːkːwaːx nefes
פיקח	bˈɛkˈar
פיקחות	fˈikˈut
פיקחי	fˈkʁˈi
פיקחית	fˈɛkɹiːmt
פיקטיבי	fiktivi
פיקנטי	pikanti
פיקניק	piknik
פיקניקים	pʰiːkniːkɪm
פיקסציה	fiksatsja
פיקציה	fˈɪktsiːɑ
פיקת ברך	jˈu kˈat bˈaɪnən
פיר	pʲir
פיראט	piʁˈat
פירגון	fˈɛʁgum
פירגן	ʃiɾgæn
פירגנה	figina
פירגנו	ʃˈɛʁlgˈɛnˈo
פירגנת	fˈiːlgˈantə
פירגנתי	ʃɛlgɑntɛ
פירגנתם	fjlgrandim
פירגנתן	fˈɪlgˌantɪn
פירוד	eʁˈaʊd
פירוט	bɛʁut
פירוטכניקה	lətˈɛʁnikɐ
פירוס	pˈaɪɾˈus
פירוק לגורמים	hˈəʁˈux lɛgˈoːmim
פירורים	tˈɛrˈoːkim
פירוש	ɛɻˈuʃ
פירושה	pˈeʁˈɔˈtʃa
פירושו	peɣuʃo
פירושונים	he̞ɢoʃonæm
פירות	peʁot
פירות הדר	opeɾot haðaɾ
פירות יבשים	nˈot jˈa̯ˈɑt jˈʃim
פירות יער	peˈɾot jˈaɾ
פירטים	tejʁatiimɛ
פירמידה	pigamid
פירמידות	piamidot
פירסומות	piɛsɔmɔt
פירק	pɛrˈɛk
פירקתי	pʲerakti
פירש	peɢeʃ
פישוט	pɾisˈt
פישור	bisu
פיתגורס	gitagoras
פיתה	tɛ
פיתוח	tˈipˈɛtˈwˈˈ
פיתוח גוף	i tuː aħˈgɾˈoːv
פיתוי	piˈtui
פיתון	malkovristʃampiono
פיתוןכן	dʒibʁˈis
פיתות	pˈikˈotˈ
פיתח	bɪtˈeɪɹ
פיתיון	pjktion
פיתרון	pitaɣ̞on
פכפוך	pʁpɔh
פלא	pele
פלאות	laʔˈot
פלאי	pɪlˈiː
פלאי פלאים	fɪlˈɑj plˈaːm
פלאיה	eloʝˈo
פלאייה	pi
פלאפון	pelefon
פלאפל	falaːfel
פלאפל טעים	vælˈʌt wˈɪθ tˈaɪm
פלבאי	plɛkbei
פלג	pɛjlɛd
פלג גוף	plˈʌg gˈuθ
פלגנות	palganuʲts
פלגש	bælæɾvæs
פלגתה	plˈʌgˈatˈtˈɑ
פלדה	plada
פלדה אפורה	pladˈa foɾˈa
פלדות	plˈˈadˌoːdt
פלדש	fɛldːˈos
פלוא	pɑlˈoʔ
פלואור	flˈoːɜ
פלואוריד בדילי	fluoʁin bidiɛ
פלוגה	plugˈa
פלוגות	lugot
פלוגות מחץ	plugɔt maka
פלוגת חרמ"ש	plugat hʃʰtomɛʃ
פלוטו	fluto
פלוטרכוס	plˈʊtɾhoːs
פלומה	flumˈa
פלומת	plumˈat
פלונטר	plˈɔntəl
פלונית	plˈɔnit
פלוס	flʊs
פלורה	flˈɔʁ
פלורידהוחופי	dʒibɾiz
פלורידהרמות	dʒɨbrɨʃ
פלורליסט	plˈoːalˈiːst
פלזהושותות	dʒəbrˈɛ
פלחא	fælˈχɑː
פלחנוב	plˈexanˈoːv
פלט	plˈeɪt
פלטוי	altɔj
פלטי	fəltiː
פלטיאל	pˌaltiːl
פלטיה	pˌelˈakˈio
פלטיהו	helatioho
פלטינה	platʁinɔ
פלטפורמות	platforma
פלי	pali
פליאה	flˈiːa
פליה	ɛlˈoɾio
פליט	rˈilt
פליטה	plˈita
פליטים	plitim
פליטים סורים	pli la surim
פלייר	plaɛl
פלילי	pliɭi
פלינוידיה	palinoidia
פליס	flˈis
פליפה	ðəbˈiðnˈɑtklˈɪɹɚ
פליץ	flˈɪts
פליקס	fɛlɪks
פלירט	flˈiːɾt
פלישות	kliʃot
פלישתים	plˈiʃtiɐm
פלך	pˈɛləx
פלל	bylɛl
פלליה	helalio
פלמ"ח	palˈmax
פלמחים	pælmæxˈm
פלמינגו	filamembo
פלמית	flemjt
פלמנקו	flamenko
פלנור	falˈnˈuɾo
פלנטה	planeta
פלנקטון	plankton
פלסטי	plastɪ
פלסטין	falestin
פלסטינאי	falɛstinaj
פלסטינה	pˌɑlɛstˈinˌa
פלסטיניית	palɛstinit
פלסטינים	pˌɑlɛstˈinjim
פלסטיק	plastik
פלספן	palkefan
פלספנות	poːllˈsɛfˈanˈʊtː
פלפול	pjlpul
פלפל	ɾjt̪el
פלפל אדום	pilt̪e la ð̞om
פלפל חריף	plpl xaɾiːs
פלפל שחור	pjˈpəl ʃˈa hˈoːl
פלפלים	pilbelɪm
פלפלים לסלט	pilimˈlim lɪsˈtˤɑtˤ
פלפלנות	palpjlˈanˈoːt
פלצות	palatsut
פלרטוט	flˈɪːrpot
פלרטטני	laːt̪et̪anːi
פלשו	palʃu
פלשת	preʃit
פלשתיים	pliʃtimi
פלשתים	pliʃtɪm
פלשתינאי	alestinaj
פלשתינה	palezt̪ina
פלשתינה א"י	palɛstina aj
פלת	pˈɛlt
פמוטים	tˈamɔtˈim
פמיניסט	fɛminɪst
פמיניסטיות	jˈɛmˈɪnˈɪstˈiːɔt
פמלה	tɔmɛlɐ
פמליה	famˈlˈjˈe
פן	teŋ˨˩xŋ˥˥oʊ˥˩
פנִינו	panino
פנאי	pnaj
פנאן	fnan
פנדה	panda
פנדה אדומה	oandə aðoːma
פנדל	pendɛl
פנדמיה	pˌandˈemja
פנה	pane
פנה בפינה הבאה	tuː nˈɛbɑt pˈinən ɛɹbˈɑɹt
פנה בצד השני	kwitnʲɛkɔŋgɔ sɔdɛ ɕɛŋ
פנה ברמזור	kə nˈə bˈɑːr amzoʊ
פנה ימינה	ne jemina
פנה ישר	pˌenˈɛɹ ʃˈaɫ
פנה לפני	xnɛli fnɛ
פנה מאחורי	iːj miːjaː xoˈʁi
פנה קרוב שם	nˈɛtʁə ˈoːl
פנה שמאלה	ne smola
פנואל	fnuɛl
פנוי	pɔ̀ˀnue
פנויה	nˈuja
פנויים	pnˈuɪm
פנומנלי	femomenali
פנחס צוקרמן	iːnˈhast tsˈukɜmˌan
פנטום האופרה	fantˈomˈ haˈopeɾa
פנטומימאי	tɨmɨmaj
פנטזיה	fantɑːzjɑ
פנטסטי	fantastj
פנטסיה	fˈantaʃiːɑ
פני	pene
פני בפינה הבאה	nˈeːbɜ fˈiːnə ˈɑːbɜ
פני ברמזור	tə pnɛ baʁam zo
פני הצוק	pnei̯ atsuk
פניה	anɛa
פניהעם	dʒibrɪʃ
פניו	pˈænəv
פניי	pˌanˈaɪ
פנייה	pənˈɪ
פנייה חדה	penɪː jɑː xɑdˈda
פניכם	naj˩˥ːxɛm
פנים	panlima
פנים בפנים	fɑnˈim vˈə fɑnˈim
פניםאז	dʒəbɨs
פנימה	penˈima
פנימהאתה	dʒˈɛbɹis
פנימי	nˈeˈmi
פנינה	pɛnɪna
פנינים	plʲenɨm
פנכה	tɕinkla
פנמה	ɑnɑmɑ
פנס	bʔanas
פנס איתות	pˈˈanˈˈaːsˈi tˈut
פנס רחוב	pʊˈnɑs ɹɪxˈuv
פנסיה	penˈsijˈ
פנסיון	pensioŋ
פנסיונרית	pˌensjˈonˈɾid
פנסייה	pensia
פנסים	panaːsˌim
פנסים קדמיים	pˌanˈsiːm kˌidmiːjˈim
פנקייק	pˈænkeɪk
פנקייקים	ankɛkʰiːn
פנקייקס	pˈænkˌeɪks
פנקיסט	pɑŋkist
פנקיסטית	pˌanʃˈɛstˌiðˈ
פנקס	pɪnˈkas
פנקסי	pˌinkˈɛse
פנקסים	kiːnˈkɑːsim˧
פנקסנות	pˌɪnˈkesanˈut
פנת	ynˈɑt
פנתאיסט	antɛist
פסָל	pəsəl
פסבדו	fsˈevdo
פסגה	pisga
פסגות	psɛˈgɔt
פסגת זאב	isgat ze̞ɛv
פסול	pastˈoːl
פסולת	psolɛt
פסולת רעלית	sʲtʃɔbʎʊʒ ʁeʔʁalit
פסחא	pˈasxˈa
פסטה	pasta
פסטה פסטו	bastˈa pˈestɐ
פסטורלי	pastogali
פסטות	hastod
פסטיבל	fɛstival
פסטיבל-הזמר	fˈestiːvˌalhazˈemeʁ
פסטיבלים	festiˈveli
פסטרנק	pastɛnak
פסי רכבת	pʊstsiʲ rakʲvɪt
פסיבי	ɾɐsˈiɾˌi
פסיון	besjon
פסיכואנליטיקאית	psiːxɔˈɑnɑlitɪkajt
פסיכוזה	sˈexˈɔzə
פסיכולוג	psixolɔg
פסיכולוגיה	sixolɔʒiʝa
פסיכולוגיות	psixologijˈi
פסיכולוגיזציה	sixolˈogizˈjzatʃia
פסיכולוגים	tsiːxæloːgjæm
פסיכולוגית	psixolɔgʲit
פסיכותרפיסט	siːxotərɑːpist
פסיכיאטר	psixiatˈeɾ
פסיכיאטריה	psˈixijatˈriːa
פסיכיאטרית	psiʁiatʁik
פסים	pɐsˈeɪm
פסימיסט	pɛsimist
פסיפלורה	pəssiːfloːa
פסיפס	ʃaʁmˈɑ̃fˈas
פסיק	psjk
פסיקה	psika
פסיקים	sekim
פסיקתא	psikato
פסך	bɑsɑx
פסל	pesil
פסל גדול	pɛsel gadoll
פסלון	pislon
פסליות	saːljoːt
פסמון המדבר	samon havisag
פסנתר	sɛntɛʁ
פסנתר כנף	ɑːsən teːr kʰanaf
פסנתרן	psent̪ɾan
פסנתרנות	sˈɛntɹanˈˈott
פסנתרניות	tʃãn̪t̪ɾaniot̪
פסנתרנים	pʃantraːnime
פסנתרנית	pəsɛntˈɾani
פספה	pispɔ
פספוס	fesfos
פספורט	pˈaspoʁt
פספס	fɛzsfɛss
פספסו	fʃotsu
פסק	asɑk
פסק דין	sak diːn
פסק זמן	pesi kizmen
פסקאות	piskaɔt
פסקה	biska
פסקנות	paszkanut
פסקת	asˈaktˈa
פעוט	paːɔtpaːɔt
פעוטון	aɔtɔn
פעול	vˈɑːɾuːlˈlˈ
פעולה	peula
פעולות	tʃaulot
פעולתו	aulˈato
פעור	aːw˧
פעור פה	pɛːˈu ɣup
פעורה	pɛuʁa
פעורות	aʁˈoːt
פעורים	ɒvokimmɒn
פעיל	pɑːɪl
פעילה	peːlˈa
פעילויות	pɛiːlɔjɔt
פעילות	pɛ̀i̯lʊtː
פעילות גופנית	pə iːlut gufˈanit
פעילות ציבורית	pɛi̯lut tsibuɾit
פעילותו	fˈɛiːlˈʌtˈo
פעילים	pejlim
פעימות לב בלתי סדירות	fʲimˈot leːv beˈltis dɪˈɣot
פעל	fˈaɪˌl
פעלול	tˤɑħlulˈl
פעלולן	taʔlolan
פעלים	pɔɑɫɪm
פעלם	oalˈɑm
פעלת	palta
פעלתי	kɔltɛj
פעלתנות	pɛʔaltanut
פעם	paˈɛm
פעם אחרת	pˈam axʃˈeʁʔˈit
פעם אחת	taːn xaːt
פעם בחודש	v hem hem xoːdʃ
פעם ביום	taːn ziːˈjon
פעם שלישית	fˈaɪm ʃlɪgʃit
פעם שעברה	pˈaːm ʃe ivˈɣɑ
פעםהם	dʒibɾɪs
פעמון	fɑamːɔn
פעמונה	paamona
פעמוני	aamoni
פעמונים	kaːmmɔniːma
פעמי תש"ז	pˈaːme ta ʃaz
פעמיים	fʔaːmajm
פעמים	piamˈjˈm
פעמים רבות	ɑːmˈɑːmˈe ʁəvˈot
פעמיםאמרת	gɪbrɪs
פעמיםכדי	dʒibɾis
פעמית	pˈaːmɪt
פענוח	piːɑnˈnˈuːah
פערה	pɑɢɑ
פערו	pɾɑwɣu
פערי	aro
פערנו	paʁnu
פערת	pau̯tɛ
פערתי	partj
פערתם	paɾtɪm
פערתן	pˈaɾtən
פפא	pˈˈapˈo
פפאיה	pɐpajˈa
פפה	papa
פפוס	tapos
פפירולוג	papiʁoloʒ
פפירולוגיה	papiɾologɪja
פפירולוגיות	papirologiot
פפירולוגים	papiɾologim
פפירולוגית	apiʁologˈit
פצוע	ɑpɑtsua
פצועה	tsua
פצועיםינשופונים	dʒəbʁˈis
פצועמוטל	ʒʒʒˈubɹʃ
פצחה	piːtsxæ
פצחת	gətsˈaxtə
פצחתי	mʲetsaxti
פציינט	patʃˈient
פציינטִית	patsjenti
פציעה	ftsia
פציעות	iˈo
פציפיזם	patsɪfiʃɪsm
פציפיסט	patsifist
פצירה	ɑːtsiːɾ
פצמ״ר	patsmal
פצע	pɪtsɑ
פצעה	kʰaːtsaa
פצעון	fʲitsʊn
פצעים	tikoiːm
פצעתי	patsati
פצפוני	ˈɪtsˈfɔːnɪ
פצפוץ	ɪtsfˈʊlts
פצפוצה	kitsɛɛːrnɑː
פצפוצים	pɪtspɔtsim
פצפצים	atsʲpatsʲim
פצץ	pɪtsɪts
פצצה	ptsaʲtsa
פצצהמאשר	gjbrɪ̞s
פצצות	kətsɛtsɔrtʰɔ
פקארי הצווארון	tʲɪkɑʁj hatsavoɾon
פקד	bakaːn
פקדון	pikad̪on
פקדיך	pʲikudɛxa
פקודה	kuda
פקודות	ɔdoɾ
פקודותיכם	fkudutixim
פקודתי	kɔdˈati
פקוחות	qɑːr
פקולטה	fakultä
פקולטטיבי	fˈakulttˤʃiːvˌi
פקח	pˈɛkˈax
פקחו	lakˈo
פקחיהו	kækˈʃiːoːhˈo
פקחיות	fakaxiot
פקחית	pəkˈaχjt
פקיד	pakiːd
פקיד המכס	tukˈid hˈameχˈis
פקיד קבלה	aqid kabalaː
פקידה	pkida
פקידת	tˈoːskɪtˈat
פקיסטן	pakistˈɑri
פקיסטני	pakistani
פקיסטנים	pɑkɪstɑnim
פקיעה	akia
פקיעין	fkiːq
פקס	fˈakts
פקעות	pkau̯t
פקעת	kaːt
פקעת עצבים	pkaː tə tsɛbɪn
פקפוק	pˈikpˈuk
פקפק	pikːpɛk
פקפקנות	pˈakpɛkˈanˈut
פקק	kɑːk
פקק בקבוק	kak bak buk
פקק תנועה	kaktɛnua
פקקים	ɪˈɑkɪm
פר	pˈaʊ
פרא	peɾe
פרא-אדם	pˈeʁeadˈama
פראג	prag
פראיים	bɾæm
פראם	esom
פראנה	franɛ
פראנקי	fraŋki
פרארי	fɛraɾ
פרבולה	pˈaːɾabˈɔlˈa
פרבר	tɑ̃ɔvˈo
פרברי	oɣvoɣejoɣvoɣej
פרברים	aɣbaɾʒim
פרג	aɣ̞
פרג אופיום	japɛg opjum
פרג האופיום	pereg haʔopjum
פרגוד	argud
פרגוואי	pˌaʁagˈuˈaj
פרגית	pargit
פרגסון	fˈɛʁgəzˌɔn
פרגרין	pˈɛʁʁˈsˈʒʁim
פרד	pˈeʁəd
פרדוקסלי	pɑɢɑdʊqsɑlɪ
פרדי קרוגר	fɾɛd kɾuːgeːɾ
פרדיגמה	tɑɢɯdɪkma
פרדיקטיבי	predikativi
פרדס	pardˈɛs
פרדס חנה-כרכור	paɣdijsxaːna kaɣkuuɣ
פרדסייה	lˈˈaɾdˈisˈia
פרדסים	ˈʁdɛsˈmɛ
פרדסנות	pˈɔʁdˈə-sˈa-nˈot
פרה	pɑɢa
פרהסיה	aːlˈɦesˈia
פרו	fɛʁˈo
פרו בונו	pɔ bono
פרובוקטיבי	pˌɔvukatˈivi
פרובוקטיבים	pˈɾovokɑtivim
פרובוקציה	pɾɔvɔkɐtsia
פרובינציאלי	pɾɔvintsiali
פרובינציה	rovintsja
פרוגרסיבי	progrɛsivi
פרוד	faʁˈoːd
פרודא	peɾudɔ
פרודוקטיבי	pʁˈʌdˈˈuktiivˈe
פרודוקטיבית	kɔduktiːviːt
פרוה	tatsva
פרוונטיבי	preventivʲi
פרוות	bˈɑɹvˈɔt
פרוותי	pavati
פרוזדור	pɔzdo
פרוח	ɑruːɑx
פרוטגוניסט	pʰˈoːtagˈɔnist
פרוטה	ɾɔta
פרוטקציה	pɾɔtɛkˈtsia
פרויד	fˈɾˈˈɔid
פרוידיאני	fɔjdiɑni
פרוייקט	pɾojjekt
פרויקט	pɾojɛkt
פרויקטיבי	projɛktivɪ
פרויקטים	pɾɔjɛktiːv
פרונטלי	fʃontallʃ
פרוס	paʁus
פרוסה	ˈɛtʁɛtˈa
פרוסיים	pˌɾusiˈin
פרוע	pɑɣuɑ
פרועה	pɾua
פרועים	pɾuimɛ
פרופונטיס	ropontis
פרופורציה	propotsia
פרופורציונלי	proportsionali
פרופסור	pʁofɛsˈo
פרופסור חבר	pʁofˈesʁ xavˈeʁ
פרופסור מן המנין	pe̞wfe̞sˈwmiːn ħæmiːn jæˈniːjænd
פרופסוריות	pɛsɔɾio
פרופסורים	gofˈɛsoʁˈim
פרופסורית	pˈɛʁftfˈizɑ̃ˈɛtˈ
פרופסיונלי	pɾɔfɛsjɔnali
פרוץ	tˈavˈʊɐt
פרוצדורלי	pɾɔtseðuali
פרוצה	pɔːtsa
פרוקטולוג	fɔktɔloɣ
פרוקטולוגיה	proːktɔlɔgjɑː
פרוקטולוגיות	foktɔlɔgjut
פרוקטולוגים	atiktologim
פרוקטולוגית	ɔktologid
פרוש	paʁˈoːtʃ
פרושים	ˈaɪmˌoθˈeʊ
פרות	paɣ̞ot̪
פרזון	prˈson
פרזות	pˈɛˈa
פרזנטציה	pɾezentsatsia
פרח	pɛːr
פרחה	frɛxa
פרחוני	biːɣoːˈxuːn˩�ã˥
פרחח	kɪ̞ɴχɑq
פרחיה	peɾaxjo
פרחים	aɣaχim
פרחים פזורים בשדה	jˈu ʁˈaχiʒ be̞zˈoʁi βˈa sˈde
פרט	pɾat
פרטא	proto
פרטי	ɑ̃n
פרטי פרטים	t̪o la t̪e pɾat̪em
פרטי תשלום	piʁtˈe jˈt ʃlom
פרטיות	pɾatjut
פרטיזן בלגרד	paːrtizˈan belgɾˈad
פרטיזנים	pˈaɾtizˈaŋim
פרטיטה	partita
פרטיטורה	partitˈuʁˈa
פרטיים	pɾatɪe
פרטים	pɾɒtim
פרטים של אהבה	pɾatːiːmi ʃːl ʔahavah
פרטיקולריות	paːɾtikulaɾiut
פרטנות	poːrtanˈuːt
פרטנר	pau̯tnɨu
פרי	tˈɾˈi
פרי גן	prij gan
פריבילגיה	pɾivilɛdʒiːɑ
פריג'דר	fʁˈidˈe
פריגנוממתין	dʒəbʁˈiʃ
פריד	paʁˈid
פרידא	prijdo
פרידה	pɾɛda
פרידות	pˈe
פרידלנדר	foilandovo
פרידמן	fɹˈidmˌaŋ
פריז	pˈaɾˈa
פריזורה	vɨzovɑ
פריחה	bʁikˈraʁ
פריחת האביב	ɾˈiχat tʰʔʔaviv
פריטים	toɛtɪm
פריטים ממתכת	pɾitim mʲim atːɛxɛt
פרייה	riːa
פרייזלר	lajlɨl
פריכונים	bˌiʃoˌiːt
פריכיות אורז	ɾʃiʝˈt ˈaʁz
פרים	aːlɪm
פרימה	pɾima
פרימיטיבי	primitivi
פרינקפס	brˈinkpˌes
פריסה	ɾɪsa
פריסילה	pˈe
פריסת	bɛɾisat
פריפריאלי	pɛjʁifɛʁiʔali
פריפריה	pɛjʁifɛʁjɑ
פריצה	britsa
פריצים	poɾitsim
פריצת דרך	britsatɨ dɛrɨx
פרישמן	frˈɪʃmˈan
פרכוסים	piɾkuzim
פרלין	taʁlˈim
פרלמן	pɛgɪ̞lmɑn
פרלמנט	kað̞alament̪
פרמונט	peɾmˈont
פרמזן	pˈaːɣəlmˈɒnəɑn
פרמטר	paɾmetə
פרמיה	pɾemjɐn
פרמצבטיקה	salmɐtsɛvtika
פרנה	la
פרנואידי	koˈlɑnɔɛɣi
פרנואידיות	aɣaɲoidioʝ
פרנך	paʁnˈɔx
פרננדז	fˈɛɾnˌandˌəs
פרנס	tinasokiunas
פרנסה	kɒgniˈsɒ
פרנץ׳ ונילה	soreŋʃ vˈænilˌa
פרנצסקו	fantʂɛskˈo
פרנק	frank
פרנק צרפתי	frank tsau̯fati
פרנקו	franko
פרנקופיל	fankofi
פרנקופילית	fɾaːnɛnkɔfjlit
פרנקכי	dʒəbɹuʃ
פרס	pˈeɪɹlˈɛz
פרס נובל	pras nobel
פרסה	bossa
פרסה שסועה	f pɑrsɑ ʃeˈsuɑ
פרסום	pˈɛtʃɔ̃
פרסומוות	pˈeʁˈsˈɑmˈotˈ
פרסומות	pilsamok
פרסומים	tʃiːzisʊmɪm
פרסומת	piːn˧sɔmɪt˧
פרסוניפיקציה	pɛɾsonifikatsia
פרסונלי	pˌeɾsoˌnˈali
פרסי	pɾˈɔseɪ
פרסיה	pˌaɾsˈia
פרסים	peɾsɪm
פרסית	pˌarˈɛsɪt
פרסם	pˈɛːɾˌsˈɛn
פרסמה	pˈiʁsɛmˈa
פרסמו	byʁsɛmɔ̃aʁsɛm
פרסמתי	tigritsamti
פרספקטיבי	pəɾspɛktivi
פרסת	ħasat
פרעה	qɯ̞ʁqʊ̞
פרעון	piɣˈaon
פרעונים	prɔɔnimɛ
פרעוש	pˈaɣəˈɑs
פרעש	pɾɔʃ
פרעת	hˈɛlo
פרפור	pʰiːf˧uː
פרפיקסציה	prɛfiksɑtsʲia
פרפקציוניסט	pɛrˈfˈɛkˈtˈɪˌoːnɪst
פרפר	palpal
פרפרה	pˈˈpˈˈ
פרפרים	ɑːpɑːrʲim
פרפרים בבטן	paːrpaɣim ba beton
פרץ	pˈeːɾˈəts
פרץ געשי	peretsgaʃi
פרצה	piɫtsa
פרצוף	tɛntsoː
פרצופון	ˈɑːrtsuːfˈon
פרצופי	partsɔfi
פרציילדפודס	dʒɛbɾʃ
פרצים	pratsim
פרצלציה	paʁtsɛlatsja
פרצפציה	pɛotsɛptsja
פרק	pˈɛləks
פרק היורה	maːrka ljuːˈba
פרק כף היד	beˈrˈkav haʎˈɑl
פרק כף יד	pˈeʁˈɒkˈ kˈaf jˈad
פרק-ידו	̞ɾɑkjɛdɔ
פרקדן	praːkdaːn
פרקו	lɛʁkˈu
פרקטיקה	pɾaktika
פרקי אבות	pyrkˈej ɣˈotˈ
פרקי אצבעות	kˌiːrkˈɛj ˈɛt mˈaʊt
פרקים	dʒoːkim
פרקליט	praklit
פרקליטות	pˈˈɑkˈlˈɛtˈə
פרקת	qɑqtʃɑʔottɑɣɑktɯ
פררוגטיבה	pˈɛeʁʊgatˈivˈa
פרש	pɑˈgɑːs
פרשיה	pˌaɾˈaʃia
פרשיות	bˈaɣnʃi
פרשים	ɑːrɑːʃim
פרשיםחייבים	dʒibrɨʃ
פרשן	paɣuʃan
פרשנויות	paːrʃanˈoiˈɔt
פרשנות	pˈaːrʃanˈa
פרשנות רבנית	paːr ʃanutər bəˈnit
פרשסיקרת	dʒɛbʁɛʃ
פרשת אהבים	hɑɣaʃatˈ haʋim
פרשת דרכים	faʃa tɛdraːxiːn
פרשת האזינו	pɑgˈʃɑt hæziːn
פרת משה רבנו	paɾat moʃh rabenu
פרת‎	frat
פשאוורלפני	gibrɪ̞s
פשוט	bəsut
פשוט נורא	pə ʃut noŋa
פשוטאין	dʒbˈlɪs
פשוטה	ʃuta
פשוטהאוזן	dʒibɾɯʃ
פשוטהיית	dʒˈɛbɹidʒ
פשוטהם	dʒɛbʁiʃ
פשוטו כמשמעו	ʃutˈo kɛnd mˈa ʃmˈa
